UF,Nome,Masculino,Masculino(%),Feminino,Feminino(%),Total,latitude,longitude
AC, Acre,112761,0.50925373943204,108663,0.49074626056796,221424,-8.77,-70.55
AL, Alagoas,443607,0.501014210237425,441811,0.498985789762575,885418,-9.62,-36.82
AP, Amapá,102036,0.493463910047153,104739,0.506536089952847,206775,1.41,-51.77
AM, Amazonas,511603,0.500670361975894,510233,0.499329638024106,1021836,-3.47,-65.1
BA, Bahia,1877041,0.493911496256012,1923318,0.506088503743988,3800359,-13.29,-41.71
CE, Ceará,1183278,0.505036588410789,1159677,0.494963411589211,2342955,-5.2,-39.53
DF, Distrito Federal,361026,0.491253326947046,373882,0.508746673052954,734908,-15.83,-47.86
ES, Espírito Santo,456724,0.499701310949525,457270,0.500298689050475,913994,-19.19,-40.34
GO, Goiás,828506,0.513212413889651,785847,0.486787586110349,1614353,-15.98,-49.86
MA, Maranhão,888426,0.49915779419614,891424,0.50084220580386,1779850,-5.42,-45.44
MT, Mato Grosso,407560,0.504837676775559,399749,0.495162323224441,807309,-12.64,-55.42
MS, Mato Grosso do Sul,334384,0.49139069928066,346101,0.50860930071934,680485,-20.51,-54.54
MG, Minas Gerais,2528363,0.507058899029948,2457967,0.492941100970052,4986330,-18.1,-44.38
PA, Pará,1099369,0.507418094945338,1067225,0.492581905054662,2166594,-3.79,-52.48
PB, Paraiba,489575,0.487428850770059,514828,0.512571149229941,1004403,-7.28,-36.72
PR, Paraná,1325727,0.506186599100131,1293321,0.493813400899869,2619048,-24.89,-51.55
PE, Pernambuco,1119644,0.494075388104883,1146496,0.505924611895117,2266140,-8.38,-37.86
PI, Piauí,425701,0.492502001471602,438663,0.507497998528398,864364,-6.6,-42.28
RJ, Rio de Janeiro,1790200,0.493571739530211,1836831,0.506428260469789,3627031,-22.25,-42.66
RN, Rio Grande do Norte,465029,0.503003772833866,459475,0.496996227166135,924504,-5.81,-36.59
RS, Rio Grande do Sul,1312244,0.512060649173734,1250429,0.487939350826266,2562673,-30.17,-53.5
RO, Rondônia,244001,0.519648599723139,225549,0.480351400276861,469550,-10.83,-63.34
RR, Roraima,67310,0.486227994770033,71123,0.513772005229967,138433,1.99,-61.33
SC, Santa Catarina,781900,0.489360064238287,815901,0.510639935761713,1597801,-27.45,-50.95
SP, São Paulo,5143864,0.497853096933322,5188228,0.502146903066678,10332092,-22.19,-48.79
SE, Sergipe,289723,0.484743584810008,307960,0.515256415189992,597683,-10.57,-37.45
TO, Tocantins,184257,0.49608130847412,187168,0.50391869152588,371425,-9.46,-48.26
